Site	Date	DIC (mg/L)	DOC (mg/L)
C6	2017-05-23	0.68	19.54
C6	2017-06-13	1.25	13.66
C6	2017-06-27	1.26	17.86
C6	2017-07-11	1.17	14.97
C6	2017-08-08	2.23	18.37
C6	2017-08-22	1.75	19.17
C6	2017-09-08	1.24	15.68
C6	2017-09-21	0.89	23.78
C6	2017-10-04	1.23	27.57
C6	2018-01-15	1.50	17.38
C6	2018-02-13	1.63	19.16
C6	2018-03-15	1.97	18.53
C6	2018-04-03	2.17	18.05
C6	2018-04-17	2.08	27.66
C6	2018-04-24	1.21	24.48
C6	2018-04-27	0.85	22.81
C6	2018-05-09	0.73	18.26
C6	2018-05-15	0.95	17.41
C6	2018-05-29	2.16	18.43
C6	2018-06-12	2.14	9.82
C6	2018-06-28	2.37	10.93
C6	2018-07-10	3.51	10.46
C6	2018-07-24	1.97	18.30
C6	2018-08-07	2.50	16.96
C6	2018-09-05	3.62	9.03
C6	2018-09-18	3.82	7.14
C6	2018-10-02	2.53	9.25
C6	2018-10-16	1.76	11.95
C6	2018-10-30	1.92	10.55
C6	2018-11-13	0.92	16.97
C6	2018-11-27	1.94	13.80
C6	2018-12-11	1.38	15.40
C6	2019-01-24	2.40	14.23
C6	2019-02-20	2.33	10.68
C6	2019-03-21	2.02	13.40
C6	2019-04-18	1.92	17.40
C6	2019-04-21	2.02	25.38
C6	2019-04-24	0.88	23.85
C6	2019-04-26	0.79	20.64
C6	2019-04-30	0.78	19.24
C6	2019-05-08	0.85	
C6	2019-05-14	0.76	18.83
C7	2006-02-14	2.01	10.60
C7	2006-03-22	2.41	7.72
C7	2006-04-06	2.71	6.50
C7	2006-04-11	2.42	4.00
C7	2006-04-19	2.58	11.61
C7	2006-04-24	2.67	18.93
C7	2006-04-26	3.12	14.01
C7	2006-04-28	2.61	25.88
C7	2006-04-30	1.32	25.21
C7	2006-05-02	1.41	21.77
C7	2006-05-05	1.57	20.84
C7	2006-05-08	1.40	20.34
C7	2006-05-11	1.17	19.26
C7	2006-05-17	1.07	17.72
C7	2006-05-24	1.32	18.95
C7	2006-05-30	1.36	25.02
C7	2006-06-07	1.19	17.70
C7	2006-06-28	1.11	13.58
C7	2006-08-16	1.49	17.41
C7	2006-09-05	1.68	24.97
C7	2006-10-05	1.50	35.48
C7	2006-10-16	1.14	27.07
C7	2006-11-01	1.09	24.62
C7	2006-11-29	1.04	23.47
C7	2006-12-18	1.00	18.06
C7	2007-01-31	3.43	11.12
C7	2007-03-14	2.53	12.02
C7	2007-03-22	2.40	13.98
C7	2007-03-28	2.42	15.05
C7	2007-04-03	2.61	21.22
C7	2007-04-10	2.14	20.29
C7	2007-04-16	1.89	18.11
C7	2007-04-23	1.19	17.26
C7	2007-04-26	1.47	18.69
C7	2007-04-30	1.17	15.84
C7	2007-05-09	1.21	16.34
C7	2007-05-14	0.96	15.97
C7	2007-05-22	0.93	19.10
C7	2007-06-04	1.12	11.48
C7	2007-06-18	0.83	10.90
C7	2007-07-02	1.10	11.02
C7	2007-07-17	0.93	11.10
C7	2007-07-30	0.89	24.02
C7	2007-08-13	1.34	25.80
C7	2007-08-29	0.83	31.83
C7	2007-09-12	0.90	28.01
C7	2007-10-03	1.19	36.30
C7	2007-11-03	1.23	26.87
C7	2007-12-12	1.66	28.37
C7	2008-01-16	1.11	21.55
C7	2008-02-13	0.97	19.89
C7	2008-03-12	1.17	20.04
C7	2008-04-02	1.28	20.43
C7	2008-04-18	1.14	22.24
C7	2008-04-24	1.32	25.12
C7	2008-04-28	1.58	29.69
C7	2008-05-01	1.50	27.35
C7	2008-05-06	1.17	20.35
C7	2008-05-08	1.09	20.47
C7	2008-05-12	1.05	20.90
C7	2008-05-19	0.85	17.60
C7	2008-06-02	1.09	16.87
C7	2008-06-16	0.90	25.23
C7	2008-07-01	1.04	22.13
C7	2008-07-15	0.73	18.56
C7	2008-07-29	0.58	31.04
C7	2008-08-13	1.52	37.40
C7	2008-08-26	1.12	35.99
C7	2008-09-09	1.41	32.99
C7	2008-09-29	1.40	25.59
C7	2008-10-11	1.73	32.76
C7	2008-10-26	1.55	30.56
C7	2008-11-08	1.38	22.99
C7	2008-12-09	1.34	21.48
C7	2009-01-08	2.56	19.46
C7	2009-02-12	1.92	18.20
C7	2009-03-12	1.11	15.04
C7	2009-04-07	1.70	17.24
C7	2009-04-14	0.21	21.88
C7	2009-04-20	1.53	24.74
C7	2009-04-24	2.23	25.82
C7	2009-04-27	2.67	29.88
C7	2009-04-29	1.78	25.77
C7	2009-05-04	1.76	23.97
C7	2009-05-05	1.51	
C7	2009-05-08	1.53	21.81
C7	2009-05-13	1.17	20.69
C7	2009-05-27	1.09	20.00
C7	2009-06-09	1.40	17.95
C7	2009-06-26	1.00	19.02
C7	2009-07-08	1.24	34.88
C7	2009-08-19	1.90	33.12
C7	2009-09-01	1.23	31.49
C7	2009-09-15	1.39	36.14
C7	2009-10-06	1.39	
C7	2009-10-20	1.38	
C7	2009-11-03	1.11	
C7	2009-11-24	1.44	
C7	2009-12-15	1.51	
C7	2010-02-10	1.22	17.61
C7	2010-03-09	1.67	15.20
C7	2010-03-25	1.01	16.31
C7	2010-04-06	1.90	20.03
C7	2010-04-12	1.63	23.99
C7	2010-04-15	2.30	24.00
C7	2010-04-19	1.74	24.61
C7	2010-04-22	1.77	23.90
C7	2010-04-26	1.87	23.80
C7	2010-04-29	1.80	23.30
C7	2010-05-03	1.78	23.72
C7	2010-05-06	1.88	22.80
C7	2010-05-10	1.65	20.64
C7	2010-05-14	1.49	23.69
C7	2010-05-17	1.16	19.93
C7	2010-05-24	0.99	19.52
C7	2010-06-07	0.96	17.92
C7	2010-06-22	0.90	28.54
C7	2010-07-06	0.93	20.24
C7	2010-08-13	1.23	37.89
C7	2010-08-31	0.70	37.06
C7	2010-09-15	1.01	26.45
C7	2010-09-28	1.04	33.08
C7	2010-10-10	1.08	29.03
C7	2010-10-26	0.94	28.18
C7	2010-11-09	1.67	25.34
C7	2010-12-16	5.61	23.75
C7	2011-01-18	2.30	17.96
C7	2011-02-21	1.75	17.65
C7	2011-03-21	2.66	17.50
C7	2011-04-04	2.94	15.05
C7	2011-04-11	2.66	21.54
C7	2011-04-14	2.84	28.04
C7	2011-04-18	2.43	26.23
C7	2011-04-21	1.99	22.39
C7	2011-04-25	1.80	22.22
C7	2011-05-02	1.15	18.82
C7	2011-05-09	1.07	18.12
C7	2011-05-23	1.16	21.78
C7	2011-06-07	1.09	22.50
C7	2011-06-21	1.18	19.46
C7	2011-07-04	1.09	24.66
C7	2011-07-18	0.99	18.14
C7	2011-08-02	1.38	20.89
C7	2011-08-31	0.79	35.91
C7	2011-09-13	1.36	43.96
C7	2011-09-28	1.25	38.45
C7	2011-10-10	1.15	31.68
C7	2011-10-25	1.19	27.35
C7	2011-11-28	2.12	22.22
C7	2011-12-20	1.06	25.14
C7	2012-01-19	0.74	20.28
C7	2012-02-14	1.76	17.38
C7	2012-03-27	1.60	21.94
C7	2012-04-02	1.12	25.39
C7	2012-04-10	1.08	22.12
C7	2012-04-17	1.06	22.10
C7	2012-04-26	1.61	24.03
C7	2012-04-30	1.51	22.02
C7	2012-05-03	1.29	20.10
C7	2012-05-07	1.19	18.37
C7	2012-05-10	1.29	16.73
C7	2012-05-14	0.96	16.26
C7	2012-05-18	1.00	
C7	2012-05-22	1.78	16.87
C7	2012-06-05	0.96	20.03
C7	2012-06-19	0.83	19.51
C7	2012-07-03	0.83	28.61
C7	2012-07-17	1.58	33.95
C7	2012-07-31	0.77	24.52
C7	2012-08-14	0.75	26.79
C7	2012-08-28	1.32	44.79
C7	2012-09-11	0.96	29.30
C7	2012-09-25	0.91	31.04
C7	2012-10-10	1.04	30.68
C7	2012-10-24	0.90	24.17
C7	2012-11-21	0.80	19.57
C7	2012-12-18	1.11	14.18
C7	2013-01-22	1.05	17.35
C7	2013-02-20	0.98	16.32
C7	2013-03-26	1.28	15.25
C7	2013-04-17	1.76	15.98
C7	2013-04-24	1.53	19.94
C7	2013-04-29	1.24	16.92
C7	2013-05-06	1.22	15.63
C7	2013-05-10	1.15	17.66
C7	2013-05-16	0.85	17.45
C7	2013-05-29	0.79	16.55
C7	2013-06-12	1.08	19.88
C7	2013-06-25	0.78	22.63
C7	2013-07-04	1.05	33.87
C7	2013-07-23	0.60	21.90
C7	2013-08-06	0.64	29.56
C7	2013-08-21	0.62	30.71
C7	2013-09-09	0.73	30.55
C7	2013-09-20	0.73	39.53
C7	2013-10-02	0.71	32.76
C7	2013-10-16	0.63	26.35
C7	2013-10-29	1.03	34.84
C7	2013-11-20	0.90	23.88
C7	2013-12-17	0.88	21.55
C7	2014-01-27	5.22	17.14
C7	2014-02-25	3.77	19.69
C7	2014-03-25	1.96	20.78
C7	2014-04-14	2.05	20.00
C7	2014-04-22	1.64	17.05
C7	2014-04-29	1.28	
C7	2014-05-05	1.14	15.89
C7	2014-05-13	1.11	19.19
C7	2014-05-27	0.99	
C7	2014-06-10	1.02	26.61
C7	2014-06-24	0.74	24.53
C7	2014-07-08	1.13	17.65
C7	2014-07-22	0.75	33.27
C7	2014-08-05	0.89	22.41
C7	2014-08-19	1.77	45.34
C7	2014-09-02	0.95	30.45
C7	2014-09-16	0.78	20.13
C7	2014-09-29	0.82	18.35
C7	2014-10-28	1.08	31.70
C7	2014-11-18	0.84	20.57
C7	2014-12-16	1.02	21.42
C7	2015-01-20	1.17	18.78
C7	2015-02-17	1.31	19.48
C7	2015-03-17	1.29	18.09
C7	2015-03-31	1.67	18.52
C7	2015-04-09	1.40	22.01
C7	2015-04-14	1.80	27.90
C7	2015-04-17	1.48	25.21
C7	2015-04-21	1.48	21.72
C7	2015-04-24	1.19	18.17
C7	2015-04-27	1.19	17.36
C7	2015-04-30	1.06	16.59
C7	2015-05-05	1.02	15.17
C7	2015-05-07	1.11	17.73
C7	2015-05-12	0.89	16.71
C7	2015-05-19	0.84	16.11
C7	2015-06-02	0.86	20.64
C7	2015-06-16	0.75	17.28
C7	2015-06-30	0.82	22.92
C7	2015-07-14	0.80	
C7	2015-07-31	1.45	31.70
C7	2015-08-11	0.99	29.67
C7	2015-08-25	0.97	20.88
C7	2015-09-07	0.77	19.55
C7	2015-09-22	1.03	37.46
C7	2015-10-06	0.95	26.16
C7	2015-10-20	0.99	20.16
C7	2015-11-03	0.90	20.78
C7	2015-11-24	1.55	25.40
C7	2015-12-15	2.69	23.59
C7	2016-02-15	2.44	
C7	2016-03-30	2.84	21.63
C7	2016-04-07	3.57	30.50
C7	2016-04-12	2.55	27.41
C7	2016-04-18	2.13	24.10
C7	2016-04-20	1.96	22.85
C7	2016-04-28	2.41	24.31
C7	2016-05-02	1.58	19.39
C7	2016-05-04	1.40	18.70
C7	2016-05-09	1.10	19.57
C7	2016-05-12	1.02	17.82
C7	2016-05-17	0.92	18.64
C7	2016-05-31	1.10	19.29
C7	2016-06-14	0.88	16.07
C7	2016-06-29	0.98	30.20
C7	2016-07-12	0.96	27.65
C7	2016-07-26	1.03	23.26
C7	2016-08-09	1.07	22.23
C7	2016-08-23	1.25	36.94
C7	2016-09-20	1.16	22.92
C7	2016-10-05	0.85	33.32
C7	2016-10-18	1.04	22.39
C7	2016-10-31	1.01	22.56
C7	2017-03-10	1.60	15.27
C7	2017-04-04	1.54	25.59
C7	2017-04-11	1.31	32.31
C7	2017-04-18	0.88	26.90
C7	2017-04-25	1.05	19.12
C7	2017-05-02	1.20	29.49
C7	2017-05-05	1.71	28.65
C7	2017-05-09	0.97	21.25
C7	2017-05-18	1.19	22.99
C7	2017-05-23	1.00	24.47
C7	2017-06-13	0.82	20.21
C7	2017-06-27	0.91	31.23
C7	2017-07-11	0.86	26.21
C7	2017-07-25	0.86	24.01
C7	2017-08-08	0.77	34.67
C7	2017-08-22	0.63	34.94
C7	2017-09-08	0.68	25.67
C7	2017-09-21	1.16	34.72
C7	2017-10-04	1.62	45.23
C7	2018-01-15	1.06	17.49
C7	2018-02-13	1.08	19.79
C7	2018-03-15	1.23	18.31
C7	2018-04-03	1.26	19.19
C7	2018-04-17	1.91	18.81
C7	2018-04-24	1.63	24.88
C7	2018-04-27	1.38	21.82
C7	2018-04-30	1.25	21.00
C7	2018-05-04	1.24	19.53
C7	2018-05-07	0.99	16.35
C7	2018-05-09	1.00	17.03
C7	2018-05-15	0.93	18.27
C7	2018-05-29	0.90	16.62
C7	2018-06-12	0.91	14.90
C7	2018-06-28	0.87	20.10
C7	2018-07-10	1.11	20.15
C7	2018-07-24	1.07	25.85
C7	2018-08-07	0.87	28.69
C7	2018-09-05	1.09	19.32
C7	2018-09-18	1.20	17.49
C7	2018-10-02	0.89	25.07
C7	2018-10-16	0.97	24.51
C7	2018-10-30	1.00	20.29
C7	2018-11-13	1.14	39.75
C7	2018-11-27	1.92	20.50
C7	2018-12-11	1.26	25.52
C7	2019-01-24	2.16	16.47
C7	2019-02-20	1.78	15.02
C7	2019-03-21	2.21	19.50
C7	2019-04-18	2.10	27.89
C7	2019-04-24	1.29	27.75
C7	2019-04-26	1.15	24.07
C7	2019-04-30	1.12	21.10
C7	2019-05-08	1.10	
C7	2019-05-14	0.96	21.78
C9	2006-02-14	3.28	8.36
C9	2006-03-22	4.55	7.59
C9	2006-04-06	4.89	7.64
C9	2006-04-11	4.47	8.59
C9	2006-04-19	4.03	8.18
C9	2006-04-24	3.36	13.61
C9	2006-04-26	2.01	15.42
C9	2006-04-28	1.02	19.66
C9	2006-04-30	1.20	19.77
C9	2006-05-02	0.96	17.05
C9	2006-05-05	1.19	11.30
C9	2006-05-08	1.33	16.01
C9	2006-05-11	1.13	14.27
C9	2006-05-17	1.35	13.84
C9	2006-05-24	2.18	12.67
C9	2006-05-30	1.41	16.17
C9	2006-06-07	1.43	12.75
C9	2006-06-28	2.97	8.66
C9	2006-08-16	2.59	9.86
C9	2006-09-05	2.92	13.17
C9	2006-10-05	1.32	20.21
C9	2006-10-16	1.03	17.04
C9	2006-11-01	1.56	13.00
C9	2006-11-29	0.92	19.12
C9	2006-12-18	1.13	16.33
C9	2007-01-31	3.17	7.35
C9	2007-03-14	2.66	7.90
C9	2007-03-22	2.64	8.36
C9	2007-03-28	2.64	8.69
C9	2007-04-03	2.66	12.46
C9	2007-04-10	1.68	12.68
C9	2007-04-16	1.15	20.00
C9	2007-04-23	1.00	15.71
C9	2007-04-26	1.14	13.61
C9	2007-04-30	0.99	14.81
C9	2007-05-09	1.38	13.91
C9	2007-05-14	1.08	11.40
C9	2007-05-22	0.97	14.94
C9	2007-06-04	1.72	7.90
C9	2007-06-18	2.39	7.64
C9	2007-07-02	3.12	7.67
C9	2007-07-17	1.13	14.20
C9	2007-07-30	1.81	14.69
C9	2007-08-13	1.43	15.66
C9	2007-08-29	1.14	20.33
C9	2007-09-12	1.57	15.27
C9	2007-10-03	1.24	22.57
C9	2007-11-03	1.40	18.26
C9	2007-12-12	1.50	20.67
C9	2008-01-16	1.38	15.08
C9	2008-02-13	1.37	15.08
C9	2008-03-12	1.84	14.80
C9	2008-04-02	2.17	13.56
C9	2008-04-18	1.85	15.90
C9	2008-04-24	1.98	18.66
C9	2008-04-28	1.81	25.78
C9	2008-05-01	1.27	22.15
C9	2008-05-06	0.98	18.03
C9	2008-05-08	0.98	18.96
C9	2008-05-12	1.08	18.25
C9	2008-05-19	0.85	14.91
C9	2008-06-02	1.49	11.68
C9	2008-06-16	1.27	16.69
C9	2008-07-01	2.07	13.93
C9	2008-07-15	2.99	11.72
C9	2008-07-29	0.96	19.43
C9	2008-08-26	1.62	23.89
C9	2008-09-09	1.55	23.07
C9	2008-09-29	2.62	16.85
C9	2008-10-11	1.88	21.99
C9	2008-10-26	1.46	21.74
C9	2008-11-08	1.81	16.21
C9	2008-12-09	2.33	13.24
C9	2009-01-08	3.62	13.37
C9	2009-02-12	3.81	12.63
C9	2009-03-12	1.38	10.68
C9	2009-04-07	3.35	11.04
C9	2009-04-14	0.04	17.47
C9	2009-04-20	3.02	16.87
C9	2009-04-24	3.95	19.94
C9	2009-04-27	1.80	23.64
C9	2009-04-29	1.61	25.83
C9	2009-05-04	1.43	22.09
C9	2009-05-05	1.38	
C9	2009-05-08	1.45	19.90
C9	2009-05-13	1.27	19.07
C9	2009-05-27	1.43	15.27
C9	2009-06-09	2.16	12.24
C9	2009-06-26	2.62	11.68
C9	2009-07-08	1.48	23.32
C9	2009-08-04	1.81	23.88
C9	2009-08-19	2.57	21.75
C9	2009-09-01	2.37	20.98
C9	2009-09-15	2.12	21.12
C9	2009-10-06	2.39	
C9	2009-10-20	1.60	
C9	2009-11-03	1.49	
C9	2009-11-24	4.30	
C9	2009-12-15	1.32	
C9	2010-02-10	2.21	11.81
C9	2010-03-09	2.68	11.24
C9	2010-03-25	2.04	9.89
C9	2010-04-06	3.17	11.84
C9	2010-04-12	2.02	15.90
C9	2010-04-15	2.49	18.73
C9	2010-04-19	1.88	21.36
C9	2010-04-22	1.60	21.51
C9	2010-04-26	1.50	21.17
C9	2010-04-29	1.38	21.01
C9	2010-05-03	1.21	21.05
C9	2010-05-06	1.31	20.13
C9	2010-05-10	1.26	18.99
C9	2010-05-14	1.28	19.78
C9	2010-05-17	0.86	18.83
C9	2010-05-24	1.23	16.80
C9	2010-06-07	1.35	12.79
C9	2010-06-22	1.16	19.22
C9	2010-07-06	1.97	14.68
C9	2010-08-13	1.10	24.27
C9	2010-08-31	1.16	21.78
C9	2010-09-15	0.69	16.69
C9	2010-09-28	0.98	21.80
C9	2010-10-10	1.50	18.86
C9	2010-10-26	1.17	17.84
C9	2010-11-09	1.55	18.26
C9	2010-12-16	4.36	12.40
C9	2011-01-18	3.12	7.37
C9	2011-02-21	3.60	15.13
C9	2011-03-21	3.91	13.93
C9	2011-04-04	4.36	11.12
C9	2011-04-11	3.39	15.73
C9	2011-04-14	1.76	23.08
C9	2011-04-18	0.89	24.61
C9	2011-04-21	0.94	21.71
C9	2011-04-25	1.01	19.75
C9	2011-05-02	0.95	17.71
C9	2011-05-09	1.08	15.34
C9	2011-05-23	1.24	14.52
C9	2011-06-07	1.42	14.30
C9	2011-06-21	1.86	12.26
C9	2011-07-04	1.52	16.21
C9	2011-07-18	2.34	12.96
C9	2011-08-02	3.24	13.76
C9	2011-08-31	1.38	18.25
C9	2011-09-13	1.18	26.29
C9	2011-09-28	1.19	26.01
C9	2011-10-10	1.24	21.91
C9	2011-10-25	1.15	19.60
C9	2011-11-28	2.50	15.29
C9	2011-12-20	1.10	17.48
C9	2012-01-19	1.17	14.64
C9	2012-02-14	2.34	11.56
C9	2012-03-27	2.22	15.01
C9	2012-04-02	1.19	18.53
C9	2012-04-10	1.21	17.50
C9	2012-04-17	1.12	17.67
C9	2012-04-26	1.48	18.79
C9	2012-04-30	1.14	19.68
C9	2012-05-03	1.00	18.82
C9	2012-05-07	0.96	17.14
C9	2012-05-10	0.94	15.71
C9	2012-05-14	0.83	15.28
C9	2012-05-18	0.83	
C9	2012-05-22	2.36	15.72
C9	2012-06-05	1.10	15.55
C9	2012-06-19	0.96	14.65
C9	2012-07-03	1.09	19.47
C9	2012-07-17	2.09	21.43
C9	2012-07-31	1.79	15.03
C9	2012-08-14	2.10	15.31
C9	2012-08-28	1.43	35.15
C9	2012-09-11	1.15	17.68
C9	2012-09-25	1.29	18.86
C9	2012-10-10	0.94	21.93
C9	2012-10-24	0.91	18.47
C9	2012-11-21	0.91	15.99
C9	2012-12-18	1.61	10.43
C9	2013-01-22	2.09	11.48
C9	2013-02-20	2.11	11.10
C9	2013-03-26	2.74	10.04
C9	2013-04-17	3.14	11.78
C9	2013-04-24	1.29	18.71
C9	2013-04-29	1.00	16.24
C9	2013-05-06	1.00	15.26
C9	2013-05-10	0.97	16.13
C9	2013-05-16	0.92	16.54
C9	2013-05-29	1.13	12.68
C9	2013-06-12	1.82	12.59
C9	2013-06-25	1.82	13.91
C9	2013-07-04	1.02	22.66
C9	2013-07-23	1.44	13.92
C9	2013-08-06	1.69	17.65
C9	2013-08-21	1.96	17.06
C9	2013-09-09	1.76	16.03
C9	2013-09-20	1.76	26.22
C9	2013-10-02	0.83	19.75
C9	2013-10-16	1.21	16.09
C9	2013-10-29	0.91	23.42
C9	2013-11-20	1.13	15.95
C9	2013-12-17	1.29	14.99
C9	2014-01-27	4.51	12.16
C9	2014-02-25	3.63	12.65
C9	2014-03-25	1.86	17.08
C9	2014-04-14	2.24	16.38
C9	2014-04-22	1.09	18.51
C9	2014-04-29	1.03	
C9	2014-05-05	1.11	14.77
C9	2014-05-13	1.15	15.59
C9	2014-05-27	1.02	
C9	2014-06-10	1.16	18.72
C9	2014-06-24	1.16	16.56
C9	2014-07-08	2.51	14.18
C9	2014-07-22	1.08	20.31
C9	2014-08-05	2.33	14.21
C9	2014-08-19	1.48	29.62
C9	2014-09-02	1.03	19.01
C9	2014-09-16	2.01	13.66
C9	2014-09-29	2.21	12.41
C9	2014-10-28	0.89	21.10
C9	2014-11-18	1.09	14.77
C9	2014-12-16	1.30	14.94
C9	2015-01-20	1.97	12.71
C9	2015-02-17	2.05	12.32
C9	2015-03-17	2.22	11.90
C9	2015-03-31	2.45	12.67
C9	2015-04-09	2.28	14.73
C9	2015-04-14	1.79	21.97
C9	2015-04-17	1.37	22.83
C9	2015-04-21	1.12	19.88
C9	2015-04-24	0.97	18.19
C9	2015-04-27	1.06	16.54
C9	2015-04-30	0.98	15.87
C9	2015-05-05	0.95	13.79
C9	2015-05-07	0.58	14.67
C9	2015-05-12	0.92	15.43
C9	2015-05-19	0.98	14.05
C9	2015-06-02	0.97	15.78
C9	2015-06-16	1.12	12.32
C9	2015-06-30	1.09	15.38
C9	2015-07-14	0.98	
C9	2015-07-31	1.37	21.10
C9	2015-08-11	1.32	18.30
C9	2015-08-25	2.15	14.02
C9	2015-09-07	2.46	12.13
C9	2015-09-22	1.08	21.62
C9	2015-10-06	1.47	15.68
C9	2015-10-20	1.98	12.85
C9	2015-11-03	1.93	12.66
C9	2015-11-24	1.73	16.11
C9	2015-12-15	3.22	15.21
C9	2016-02-15	3.41	
C9	2016-03-30	3.68	12.94
C9	2016-04-07	2.46	21.88
C9	2016-04-12	1.68	21.70
C9	2016-04-18	1.56	19.63
C9	2016-04-20	1.39	19.35
C9	2016-04-28	1.54	19.10
C9	2016-05-02	1.04	17.81
C9	2016-05-04	1.06	17.55
C9	2016-05-09	0.98	17.74
C9	2016-05-12	0.96	15.22
C9	2016-05-17	1.00	15.35
C9	2016-05-31	1.23	13.57
C9	2016-06-14	1.83	9.80
C9	2016-06-29	1.19	18.69
C9	2016-07-12	1.32	16.73
C9	2016-07-26	2.15	14.44
C9	2016-08-09	2.23	14.64
C9	2016-08-23	1.23	23.68
C9	2016-09-20	2.59	14.09
C9	2016-10-05	1.56	18.99
C9	2016-10-18	2.18	13.06
C9	2016-10-31	2.26	13.44
C9	2017-01-10	3.13	11.91
C9	2017-03-10	3.02	10.81
C9	2017-04-04	2.91	13.44
C9	2017-04-11	2.45	20.91
C9	2017-04-18	1.79	17.76
C9	2017-04-25	1.94	27.96
C9	2017-05-02	1.64	22.62
C9	2017-05-05	1.37	23.77
C9	2017-05-09	0.90	18.57
C9	2017-05-18	1.08	16.98
C9	2017-05-23	0.94	20.32
C9	2017-06-13	1.34	12.98
C9	2017-06-27	1.14	20.13
C9	2017-07-11	1.54	15.03
C9	2017-08-08	1.65	19.90
C9	2017-08-22	1.41	20.65
C9	2017-09-08	1.54	14.32
C9	2017-09-21	0.99	24.22
C9	2017-10-04	1.26	33.58
C9	2018-01-15	1.65	13.46
C9	2018-02-13	1.90	14.12
C9	2018-03-15	2.52	12.95
C9	2018-04-03	2.37	13.03
C9	2018-04-17	2.82	19.93
C9	2018-04-24	1.57	22.52
C9	2018-04-27	1.17	20.71
C9	2018-04-30	0.94	19.40
C9	2018-05-04	0.97	17.39
C9	2018-05-07	0.88	17.13
C9	2018-05-09	0.89	17.18
C9	2018-05-15	1.00	16.19
C9	2018-05-29	1.28	12.29
C9	2018-06-12	1.54	9.62
C9	2018-06-28	2.25	11.47
C9	2018-07-10	3.02	11.31
C9	2018-07-24	1.60	18.77
C9	2018-08-07	1.90	17.74
C9	2018-09-05	3.14	9.52
C9	2018-09-18	3.36	8.39
C9	2018-10-02	2.66	10.63
C9	2018-10-16	2.17	11.33
C9	2018-10-30	2.55	9.60
C9	2018-11-13	1.06	21.39
C9	2018-11-27	2.60	12.47
C9	2018-12-11	2.02	14.38
C9	2019-01-24	3.64	12.09
C9	2019-02-20	3.69	8.62
C9	2019-03-21	3.12	10.98
C9	2019-04-18	3.20	16.95
C9	2019-04-24	0.97	24.53
C9	2019-04-26	0.91	21.14
C9	2019-04-30	1.04	19.19
C9	2019-05-08	1.11	
C9	2019-05-14	0.95	18.69
C9	2019-06-04	1.12	
C10	2006-02-14	2.87	6.92
C10	2006-03-22	4.11	6.87
C10	2006-04-06	4.24	6.12
C10	2006-04-11	3.79	3.50
C10	2006-04-19	3.66	7.17
C10	2006-04-24	3.75	13.28
C10	2006-04-26	2.65	21.52
C10	2006-04-28	1.84	21.55
C10	2006-04-30	1.49	22.82
C10	2006-05-02	1.20	17.35
C10	2006-05-05	1.31	16.87
C10	2006-05-08	1.50	16.00
C10	2006-05-11	1.27	14.65
C10	2006-05-17	1.23	14.74
C10	2006-05-24	1.51	14.65
C10	2006-05-30	1.36	20.18
C10	2006-06-07	1.33	14.68
C10	2006-06-28	2.09	11.21
C10	2006-08-09	3.83	10.18
C10	2006-08-16	4.28	10.27
C10	2006-09-05	3.15	19.09
C10	2006-10-05	1.77	35.72
C10	2006-10-16	1.23	24.55
C10	2006-11-29	1.10	19.41
C10	2006-12-18	1.13	15.11
C10	2007-01-31	3.20	7.80
C10	2007-03-14	2.38	7.29
C10	2007-03-22	2.11	10.84
C10	2007-03-28	2.06	11.07
C10	2007-04-03	1.90	17.20
C10	2007-04-10	1.51	14.43
C10	2007-04-16	1.27	17.34
C10	2007-04-23	1.21	14.80
C10	2007-04-26	1.36	14.72
C10	2007-04-30	1.13	13.65
C10	2007-05-09	1.31	16.49
C10	2007-05-14	1.12	12.51
C10	2007-05-22	1.09	18.24
C10	2007-06-04	1.35	7.11
C10	2007-06-18	1.56	9.54
C10	2007-07-02	2.22	10.19
C10	2007-07-17	2.22	13.51
C10	2007-07-30	1.63	26.52
C10	2007-08-13	1.73	20.09
C10	2007-08-29	1.32	29.32
C10	2007-09-12	1.58	21.88
C10	2007-10-03	1.27	34.27
C10	2007-11-03	1.26	23.42
C10	2007-12-12	1.50	23.72
C10	2008-01-16	1.22	15.35
C10	2008-02-13	1.24	16.56
C10	2008-03-12	1.66	16.62
C10	2008-04-02	1.77	17.42
C10	2008-04-18	1.54	21.06
C10	2008-04-24	1.48	23.87
C10	2008-04-28	1.55	26.88
C10	2008-05-01	1.35	21.09
C10	2008-05-06	1.05	15.94
C10	2008-05-08	1.12	16.14
C10	2008-05-12	1.23	16.38
C10	2008-05-19	0.93	14.38
C10	2008-06-02	0.78	12.54
C10	2008-06-16	1.21	22.78
C10	2008-07-01	1.60	18.03
C10	2008-07-15	2.17	16.20
C10	2008-07-29	1.69	28.45
C10	2008-08-13	1.65	36.91
C10	2008-08-26	1.48	33.94
C10	2008-09-09	1.64	28.28
C10	2008-09-29	2.03	21.43
C10	2008-10-11	1.83	30.41
C10	2008-10-26	1.54	27.50
C10	2008-11-08	1.58	17.39
C10	2008-12-09	1.95	12.91
C10	2009-01-08	3.82	14.19
C10	2009-02-12	3.16	12.42
C10	2009-03-12	1.22	12.44
C10	2009-04-07	2.68	14.90
C10	2009-04-14	3.68	21.24
C10	2009-04-20	1.99	25.71
C10	2009-04-24	2.55	27.43
C10	2009-04-27	2.18	27.57
C10	2009-04-29	1.90	24.88
